20210504_Corbeil,Olink NPX Manager 2.2.3.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPX data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panel,Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022)
2-079,1.48185,1.98419,1.842,0.82448,1.08446,6.28871,4.25028,2.15017,2.9291,1.38092,2.20455,3.00426,0.77672,5.13171,1.18761,3.76601,2.05892,0.10587,0.0467,4.53683,2.0533,1.29555,3.01704,1.69417,2.98854,2.20858,0.08548,1.99538,2.94175,3.06522,1.21197,3.21364,2.3985,10.29816,8.43025,3.21304,2.11306,0.23075,2.25848,-0.67449,3.46197,2.73761,4.10038,0.66198,2.80675,-0.41555,3.76674,0.27558,1.21632,4.63051,0.77974,3.34541,4.12358,0.26554,5.72694,2.5337,2.62841,1.55261,0.37699,6.78181,1.59937,2.85556,1.68479,5.87753,0.92358,4.52314,1.36335,1.08325,3.81503,8.34548,3.27682,2.68352,0.85165,3.27387,2.60318,0.97944,1.36969,4.23245,2.85203,4.13147,3.40971,2.79663,3.04358,2.03637,-0.35427,2.70369,-0.38538,3.29036,0.89468,2.82145,2.82362,2.7729,6.20192,11.91702,10.19578,4.21545,1.89874,3.9708,6.21659,3.26491,10.15397,7.95551,10.03558,2.80151,3.50358,12.71929,1.069,9.63728,1.56816,8.85339,0.79426,6.87294,5.6282,0.18208,-0.44968,6.72761,0.58829,11.74357,0.60288,8.27851,5.89848,9.73179,11.05921,2.72446,4.10858,15.61748,8.43492,6.19884,1.73236,0.75314,0.97219,15.52198,4.27842,5.89776,9.86935,1.28086,5.90471,0.99123,8.84727,5.02354,-0.08866,13.88637,6.04905,9.50597,7.76209,0.49771,1.42226,1.02204,8.79979,1.85557,2.97862,9.93251,6.98755,7.39181,9.44776,10.66075,10.60547,6.74706,0.25597,2.5535,2.30176,8.95701,5.24919,11.13889,0.92718,7.17458,7.58538,-0.38441,0.04048,0.4234,8.95421,3.50682,5.35192,3.6467,6.69393,1.67152,9.21951,8.03449,2.96072,3.39715,0.3557,5.56918,5.32752,10.04762,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
2-086,1.67446,1.93517,2.06114,0.74521,1.13091,6.29983,4.71035,2.20483,2.99141,1.39687,2.95213,2.88866,0.30451,4.2424,1.11587,3.18981,1.08618,-0.52227,0.20941,5.45121,1.47316,1.09555,3.29245,1.90619,3.52686,2.03674,-0.69389,2.24574,2.25437,2.83152,1.01182,3.68208,3.46621,8.85917,8.2066,3.77482,2.1362,-0.0532,2.28565,-0.8916,2.54328,2.11569,4.42362,0.35276,2.89739,-1.59312,3.26662,1.09138,1.02291,5.19813,0.9387,2.9194,4.08935,-0.19672,4.00981,2.57109,3.25847,1.61434,1.02235,7.45141,1.94668,3.52131,1.0881,6.71984,2.69954,5.20313,0.93954,0.62615,3.50269,7.88046,4.019,3.20137,0.59194,4.00683,2.61055,0.31725,0.76344,2.98218,2.72544,4.30185,2.52793,2.51692,2.43187,2.0772,0.79499,2.85117,-0.60651,3.06963,1.17264,2.61782,3.29087,2.66494,6.16535,11.74108,10.57659,2.93424,2.04418,2.29297,6.23768,2.9532,10.8608,7.60109,10.17394,2.79606,2.38549,13.13419,0.85326,7.60271,1.87822,8.5785,0.41374,6.84034,6.22196,0.43178,-0.75184,5.79775,0.10499,10.19678,0.31304,7.06979,6.23909,9.28941,8.95209,2.44198,4.32101,15.76528,8.28202,6.08452,1.16683,0.46302,1.1144,14.96437,4.4331,5.19596,9.9613,1.20999,6.39068,1.86104,8.62303,5.30282,-0.15006,13.06192,4.54344,9.44898,6.54669,-0.57263,-0.00661,0.42161,9.38862,1.76809,2.49732,9.96642,6.19585,6.57339,9.88327,10.09496,9.6069,6.72215,0.03949,2.12426,1.98949,8.95943,5.5123,11.61988,0.44711,6.68131,8.89783,-0.6045,-0.5769,-0.20258,10.00216,4.18516,6.28416,4.24107,6.74625,1.66428,9.4703,6.36121,2.559,3.54589,1.18325,5.92229,5.63698,10.3877,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-018,2.78783,2.45435,3.03192,1.01882,1.22827,5.75595,5.6473,2.35048,2.81882,2.29081,4.0261,1.9676,0.83673,4.29807,1.56841,3.57531,1.28079,-0.09606,0.6983,5.78034,2.17634,1.73565,4.34759,2.44738,3.64921,1.99801,0.53683,2.72985,2.76465,2.86369,1.81093,2.56057,2.67727,7.38868,8.26817,3.17933,2.83941,0.38223,1.78319,-0.47683,3.29665,1.86997,4.09132,0.89232,2.39661,-0.93831,4.48503,1.98049,1.30059,5.4071,1.13279,3.35406,4.91069,1.09496,3.6283,2.71689,2.2192,1.31916,1.89373,5.95038,2.64343,3.98103,1.58247,6.03173,2.32279,5.18332,0.67259,1.16366,4.13537,8.26066,1.44886,2.41699,0.87498,3.65009,2.59132,0.8571,0.14393,2.82974,2.90761,4.49858,3.17505,3.0051,3.07464,2.03614,1.98951,2.91723,4.73932,3.28045,0.73394,2.21922,2.95245,2.78571,7.17377,11.64886,10.82754,2.1836,2.38452,2.05247,6.53072,3.90837,10.35018,7.37232,10.03961,1.83308,1.89412,12.63292,1.6133,8.26519,3.15605,8.53304,0.53569,6.39648,6.98776,0.39949,-0.5483,6.58515,0.29398,10.81658,0.47735,6.7115,5.49102,9.61664,7.9087,2.19685,4.94601,15.03961,8.36036,6.99109,1.28759,1.37067,1.07769,16.34955,4.04098,5.31646,9.56653,0.53929,5.75797,1.32212,8.94404,4.79891,-0.07975,13.40771,5.83061,9.21947,7.17059,1.52848,0.74235,0.21559,9.78866,1.62147,2.46609,10.75707,5.75917,6.0325,9.609,10.63517,9.39305,6.08495,0.19428,3.18848,2.51887,9.23345,7.44179,11.64798,0.6302,6.28379,8.53286,0.10042,-0.11596,0.11831,9.82393,4.32696,6.2602,3.99236,6.35248,1.90962,9.53495,7.04729,4.4273,3.88848,0.68967,5.59634,5.11454,9.77291,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Warning,Warning
5-059,1.77404,1.20951,2.22091,0.89206,0.65261,6.36023,5.19326,1.61027,2.98643,1.27302,2.69603,2.29827,0.20497,4.34921,1.23114,3.79008,1.29524,-0.4792,0.06787,4.65228,0.76374,1.02997,3.82306,1.41659,2.76816,1.62581,0.12255,2.12587,2.1775,2.43028,1.1858,2.35933,2.68771,8.55431,7.77057,3.25389,2.22082,0.00112,1.76243,-0.94009,2.88691,1.74701,3.8112,0.30885,3.03252,-1.18029,3.57086,1.76661,1.11175,5.16807,-0.05901,3.19836,4.23819,0.44655,2.42357,2.73735,1.99375,1.10864,0.85714,6.32068,2.10431,4.13745,0.08413,5.95952,2.1997,5.136,0.64363,0.63578,3.47293,7.82067,3.41153,2.74565,0.45122,2.8912,2.00153,0.20428,0.23675,1.93054,2.07805,4.49651,3.29863,2.15508,2.80553,1.5725,1.54496,2.72859,-0.86091,2.50245,1.84364,2.55793,2.89219,2.71788,6.2556,11.59866,9.56229,2.18036,1.81783,2.59961,5.88231,3.16617,10.2667,6.59794,9.95754,2.3321,2.85312,12.49577,0.63321,7.15065,2.45184,8.14176,0.57335,6.2677,6.9371,0.18276,-0.65775,6.34833,0.49113,10.59865,-0.08589,6.30485,5.03632,9.96521,9.06542,2.9208,4.32469,15.38189,7.94205,6.30688,0.94463,1.3674,1.11314,14.87043,3.7814,4.82957,8.17876,1.14346,6.40006,1.31497,8.01119,4.98114,-0.12887,12.49501,4.41071,8.87452,6.71227,0.07837,0.47803,1.1242,9.49903,1.44022,2.07374,10.78945,5.54861,5.75789,9.65318,9.44275,9.10537,6.62465,0.20523,2.48378,1.81113,8.66143,6.55841,11.49992,0.56223,6.589,9.24356,-0.75579,-0.19656,0.29885,9.75391,3.54465,5.91023,3.87308,6.75262,1.12517,9.10815,6.49876,3.10527,3.71604,1.93808,5.03757,4.24465,10.0393,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-005,2.06639,2.93692,2.75604,1.34107,1.37858,6.93818,4.91706,2.50093,3.23617,1.51521,3.30935,2.04046,0.34245,4.34664,1.66637,3.76494,2.30079,0.40629,0.63035,5.34062,2.15988,1.57951,4.13777,1.70767,3.13492,2.77579,0.42764,2.69305,2.75254,2.89739,2.46365,2.51928,2.71564,8.6011,8.04381,3.41565,2.2844,0.14099,2.21547,-0.20043,3.5917,2.20864,4.08984,0.86793,2.5003,-1.01173,4.36226,2.11936,0.77876,5.10003,0.50763,3.68631,4.09867,0.74161,3.85327,2.65939,2.58495,1.69281,1.21998,6.56475,2.40912,3.75557,4.74553,6.25284,0.81915,4.8851,0.92649,1.33032,4.5769,7.98574,3.35003,2.46258,0.89275,3.24402,2.83272,1.08611,0.6481,3.10451,2.71543,4.37736,3.23137,2.49883,2.97265,2.04753,1.38978,3.55872,1.93691,3.03045,0.93417,3.11193,3.52456,2.91643,6.59009,11.97026,10.13837,2.253,1.98105,2.90905,6.43173,3.89909,10.92905,7.49478,9.92472,1.7602,2.95312,12.67022,0.6472,7.54778,2.65236,8.29118,0.71286,6.19048,6.41239,1.49201,-0.09188,7.00698,0.61504,10.62411,1.10976,7.21544,6.30155,9.75075,8.46364,2.46057,5.28989,15.43035,8.03155,6.27413,1.48926,0.71117,1.02628,15.15702,3.84888,5.72405,9.05498,1.04569,6.2834,1.76149,9.13621,5.16962,-0.12597,12.6017,4.77211,9.62067,7.07953,0.91278,0.54958,0.79691,9.06677,1.58162,2.41995,10.40843,6.17894,6.08694,9.72797,10.11827,9.59807,7.59111,0.66904,2.81567,1.80419,9.08409,6.38806,11.57748,0.66327,6.09257,9.42402,0.30755,-0.18565,0.4539,10.15333,3.78556,5.98606,3.73004,6.35575,1.83179,9.65643,6.62805,3.46803,4.104,1.09856,5.32601,5.09783,9.95348,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-152,1.60698,2.29767,1.92278,1.20822,1.40943,6.3822,3.12314,2.34893,3.1742,1.22972,2.34558,1.89472,0.26986,3.75036,1.24289,3.17102,1.25021,0.54024,0.12852,4.26214,1.54979,0.65918,3.3246,1.22644,3.24436,2.13726,0.18836,1.77241,2.05204,3.14774,1.55368,1.95662,2.58799,8.37476,7.76305,3.43049,1.6396,0.13195,2.34175,-0.52934,2.53561,2.15494,4.19877,0.39702,3.09945,-1.2236,3.28815,1.81458,0.31323,4.91799,0.19706,2.7925,4.04616,0.86685,3.59107,2.21399,2.029,1.24171,0.28611,6.53214,1.56305,2.81162,1.65785,5.85496,0.66799,5.0383,0.76112,0.74886,3.64644,8.03442,3.37332,2.71083,0.96114,3.11323,2.58921,1.13248,0.48886,2.78021,3.43543,4.18047,2.8955,2.16473,2.63937,2.13003,0.5252,3.11917,-0.44124,2.51882,1.09121,2.41593,3.07426,2.96038,6.45082,11.53929,10.42608,2.1937,1.96758,2.12138,6.05534,3.48104,10.05646,7.00597,9.80501,1.92682,1.72885,11.98147,0.78455,8.06335,1.41917,8.44186,0.73849,6.84562,6.01187,0.40816,-0.68295,5.94294,0.75818,10.01384,0.47422,6.67348,6.18858,9.95299,8.332,2.33937,3.51417,14.60347,7.63318,5.32026,1.4938,0.99144,0.984,14.51889,3.94982,5.56474,10.08948,1.03381,5.79494,1.8359,8.6588,4.7481,-0.15252,12.90768,5.71708,8.91205,6.59004,-0.14496,0.14761,0.86802,9.71227,0.78061,2.3733,10.38057,5.95307,5.77566,9.07569,10.0028,9.42543,6.68981,0.4715,2.0389,1.42926,8.92518,4.53413,11.03659,0.74,7.01207,9.40217,-0.14499,0.05842,1.63204,9.68762,2.2688,5.92082,3.50024,6.57428,1.70186,9.24027,6.42328,2.09344,3.3513,0.66864,4.94857,5.40904,9.76132,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
CONTROL_SAMPLE_US_CS_AS_2 4,0.40784,0.29618,1.54506,0.09559,0.36722,6.13358,1.77922,0.69814,2.20786,0.33693,0.72454,1.17904,-0.03324,2.97958,0.09898,3.02947,0.2106,-0.96077,-0.27823,1.25706,0.7122,0.15953,0.6873,0.55899,2.65289,0.66963,-0.70938,0.50397,1.00248,1.90858,0.80843,2.50028,2.48082,7.72847,6.93532,1.93917,0.72755,0.15992,1.32219,-0.39119,1.2195,1.02353,3.43168,-0.48512,2.35474,-0.93128,1.5479,5.30972,0.54834,3.63392,-1.08399,2.02089,1.82446,0.2072,2.40758,1.48062,1.72895,1.8883,-0.58775,5.494,0.10717,0.48962,0.23588,5.37111,1.44556,3.74866,1.12523,-0.11346,2.11691,6.89512,2.21017,1.90054,0.16951,2.66477,1.70082,0.93669,0.1758,3.13328,1.45026,4.03455,2.52749,1.30672,1.67328,0.99065,0.18414,2.33614,0.40672,2.14469,5.24417,1.46634,2.44428,1.37233,4.3033,10.16797,8.88725,1.10328,1.26333,1.60545,5.22464,0.65553,9.67886,4.78651,9.1571,0.98331,1.85569,11.98168,1.13533,5.83811,0.43837,7.56937,0.42398,6.28447,6.0968,0.34115,-0.79066,3.52061,0.29113,5.23662,0.25554,4.57853,5.54977,8.95172,8.43169,1.76824,2.24244,12.90396,7.22536,3.01089,1.35532,0.52814,0.40771,12.0342,3.24441,3.94197,7.84128,0.1931,5.45374,1.36681,7.47193,4.45944,-0.05353,5.55075,4.43523,7.55849,5.70868,-0.29743,0.49788,-0.07032,8.88231,2.24249,1.62533,8.94079,4.72787,4.41696,8.28197,5.70004,8.28948,4.24156,0.25875,0.54459,1.63163,8.33874,3.3523,10.14131,0.52798,5.88907,7.826,-0.71785,-0.19518,0.97758,7.46716,1.33162,5.25302,2.86122,6.08272,1.20609,8.14327,6.92573,0.50357,2.57102,5.3524,4.71884,4.06952,9.56351,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-027,2.44685,2.22044,3.29006,0.85155,1.65226,6.07592,5.85737,3.53541,3.26515,2.52259,2.72411,2.69678,0.7131,4.08248,1.66394,3.91657,1.32097,0.15483,0.3788,5.571,1.41136,1.45808,4.30593,1.5183,3.00946,2.60151,0.03011,2.32767,2.72118,2.78231,0.89546,3.77209,1.57643,8.45658,8.04737,3.05894,2.98983,0.26787,2.51408,-0.17514,2.98264,2.20714,3.77181,1.09318,3.48585,-1.03575,6.19945,1.16815,1.19773,5.43171,0.8014,3.02966,5.55836,0.37737,4.06065,2.97318,2.10643,1.49517,1.84157,6.15286,2.92497,4.89203,1.52027,6.34026,1.43494,4.64236,0.71551,1.91575,4.06948,8.26137,2.51305,2.85699,0.89667,4.65198,2.60877,0.56484,0.32941,3.11345,3.17128,4.71857,3.49693,2.70813,3.23684,1.99809,2.1259,3.15542,0.30771,2.38142,0.92022,2.41995,3.38246,2.60769,6.45376,12.1085,9.34669,2.32812,2.4615,2.31881,6.27198,3.77543,10.61935,7.96925,10.28143,2.44926,1.52618,12.78209,1.09799,8.32935,2.2069,8.81744,0.60802,6.42277,5.88602,0.13934,-0.73055,8.20256,0.56753,10.50006,0.60507,7.10833,6.09495,9.63744,9.21379,2.32857,5.67863,15.48643,8.08712,6.88641,1.13844,0.37975,0.87497,16.07129,4.37573,5.31773,9.63761,0.90194,6.37932,0.99217,8.74441,5.24511,-0.07166,13.04165,4.5485,9.8637,7.11151,0.45951,0.12182,0.12984,9.26441,1.33491,3.57835,10.59545,6.17282,6.06674,9.46355,10.30184,9.51803,6.83842,0.16665,2.6217,1.66756,8.69823,7.02284,11.57498,0.50976,6.58393,10.3745,-0.60077,-0.06567,0.24143,10.38549,3.82879,6.02243,3.7442,6.52077,2.34362,9.78245,6.95282,3.18381,3.69731,0.50387,5.77532,5.03377,10.25759,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
3-006,1.98425,2.54348,3.31693,0.93691,1.16373,5.69164,5.51093,1.51466,3.20566,3.17976,3.60528,2.22395,0.4401,4.649,1.64518,3.74018,1.7344,-0.18767,0.67605,5.457,1.25139,1.82972,4.52805,1.49926,2.61753,1.588,-0.06362,2.63542,2.58582,2.35135,0.97164,2.89829,2.37154,8.64773,7.55835,2.17709,2.73795,1.13306,2.31026,0.11028,3.65425,1.69695,3.73701,0.7577,2.44392,-0.7048,3.40568,1.31823,1.18203,5.10594,0.78148,3.60994,4.13147,0.59766,4.44432,2.71693,2.52333,1.3573,1.7717,6.24927,2.87964,4.44429,1.50318,5.93963,3.09664,4.73735,0.99161,0.7379,4.18814,7.90599,2.7651,2.66968,0.33412,3.30197,2.58025,0.58896,0.65661,3.08958,2.76525,4.54215,3.36495,2.62297,3.40108,1.70358,2.22089,2.47406,0.01002,2.75058,0.29086,2.57512,3.09012,2.91556,6.50479,12.2095,9.48922,2.18453,1.73083,1.79114,6.18586,3.11828,10.7406,7.34782,9.79465,1.98306,1.62506,12.46331,0.77703,8.02642,3.0449,8.41299,0.66284,6.63492,5.90909,0.14498,-1.0041,6.28586,0.20396,10.22133,0.7357,6.98219,5.84631,9.40539,8.27544,4.1003,4.09512,14.50762,7.44533,7.25429,1.36354,1.2052,0.86811,15.24075,3.611,5.6995,9.65195,0.65495,6.10181,2.02118,8.35957,4.90456,-0.13241,12.72074,4.3726,9.09127,6.39834,0.73715,0.5717,0.19787,9.65589,1.85354,2.15122,9.59395,5.93384,6.35433,9.04409,9.63238,9.69865,7.58753,0.10804,3.42577,1.95153,8.7082,6.59549,11.75821,0.27991,7.25142,8.66034,-0.41124,0.28245,0.76145,9.52011,4.59774,5.92209,3.74988,6.51837,2.10359,9.21045,7.15022,4.21926,4.27311,0.3788,5.26418,5.05897,9.96857,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-128,1.80358,1.77012,4.01881,1.71316,1.29667,5.91469,5.45634,1.65436,3.85831,2.49803,4.57501,3.04021,0.53127,3.77074,1.30789,3.98414,1.4766,-0.10249,0.50953,5.77324,1.36895,1.68374,3.3402,2.3433,4.6414,1.58342,-0.10872,2.62717,2.748,2.07481,1.02721,2.40414,1.96159,8.6962,7.34186,2.55329,2.16543,0.99699,2.27991,0.09157,3.43887,1.94886,2.81343,0.64539,3.01572,-0.60533,4.09516,0.98639,1.32955,5.20153,0.77467,3.68274,5.65231,0.01602,3.16888,3.19523,2.76355,2.08835,1.35492,5.87786,2.59585,4.28313,1.43333,4.52774,2.15757,4.6929,0.96371,1.19863,3.78467,8.18852,2.86223,3.33496,0.62509,3.28113,2.05304,1.07187,0.56165,3.24391,1.85605,4.0893,3.3808,3.68877,3.0535,2.8502,0.79634,2.478,1.19621,2.52294,0.21029,2.30151,2.92602,2.6126,5.88345,12.97763,9.77141,2.89212,1.19003,2.48154,6.52688,4.51758,11.81842,7.44016,9.52482,2.72495,2.2075,12.83209,0.73309,7.88203,1.87404,7.953,0.44276,6.05548,6.3589,0.21474,-0.80317,7.96657,0.37119,11.19853,0.90877,7.20266,6.11407,8.6596,9.60215,1.91524,5.34379,15.15458,7.39468,6.743,1.3686,0.63071,0.43948,15.45602,3.61807,5.91455,10.27515,1.0698,6.79161,1.77731,8.91506,5.66605,0.17232,13.45506,3.99928,10.12251,6.78258,0.20633,0.46279,0.59187,8.92858,2.64935,1.62374,10.61815,6.33264,6.38082,8.80049,9.56923,9.43204,3.40245,-0.20322,3.08535,1.80474,8.57205,7.05305,11.86807,0.25508,6.9658,9.68292,-0.63404,-0.05117,0.16743,9.27602,3.44384,5.45095,4.71299,6.19206,1.72125,9.335,10.20595,4.82944,4.23364,0.16931,5.34967,5.36646,10.89559,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
